puzzleBlueprintId,title,concept,primaryFamily,secondaryFamilies,difficultyTier,intendedProgressionRange,playerFacingModality,accessibilityModalities,reusableComponentRequirementIds,collaborationProfile,requiredTools,outsideResearchExpectation,generatorVersion,answerFormat,serverValidationMethod,uniquenessProofMethod,estimatedSolveTime,hintLevel1,hintLevel2,implementationComplexity,mobileFeasibility,qualityScore,recommendationStatus,prototypeRequired,prototypeDelivered,tutorialConsideration,highComplexityShowpiece
PZB-011,Ordinal Cancellation Files,Two independently plausible text matrices use signed alphabet offsets. Corresponding values that sum to zero form a generated six-character bitmap.,CRYPTO_NUMERIC_DATA,TEXT_LANGUAGE_LITERARY | VISUAL_COLOR_OPTICAL,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,TWO_TEXT_FILES | MATRIX | BITMAP,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DOCUMENT-COMPARE | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MATRIX-LAB | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",spreadsheet | short script | graph paper,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,10–30 minutes,"The two documents are meant to be read together, cell for cell.","Map A through Z symmetrically around zero, add corresponding cells, and plot only exact cancellations.",MEDIUM,FULL,94,TUTORIAL_CANDIDATE,true,true,true,false
PZB-012,Set Union / Intersection Ambigram,U and I act as both literal characters and formally scoped union/intersection operators. Generated set cards have exactly one parse that satisfies the checksum.,CRYPTO_NUMERIC_DATA,TEXT_LANGUAGE_LITERARY | LOGIC_CONSTRAINT,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,SET_CARDS | TEXT_NOTATION,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-SET-WORKBENCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",paper | optional set calculator,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,10–30 minutes,"U and I are not always letters, but they are not always operators either.","Use the scope marks to enumerate parses, apply union before the indicated intersections, and keep the sole checksum-valid result.",MEDIUM,FULL,92,TUTORIAL_CANDIDATE,true,true,true,false
PZB-013,Checksum Window,A long record has overlapping windows with several plausible checksums. Only one window size and checksum family agrees with all control rows.,CRYPTO_NUMERIC_DATA,LOGIC_CONSTRAINT,TIER_2_ADEPT,live assignments 7–20,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",spreadsheet | short script,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Infer the checksum from control rows, slide the selected window across payload rows, and translate passing window ordinals. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-014,Modular Timestamp Weave,Generated timestamps in mixed calendar and clock conventions become loom coordinates after modular normalization.,CRYPTO_NUMERIC_DATA,HISTORICAL_RESEARCH,TIER_2_ADEPT,live assignments 7–20,TABLE | GRID,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,OPTIONAL_TIME_STANDARD_RESEARCH,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",30–75 minutes,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Normalize declared zones/calendars, reduce day and minute fields modulo the loom dimensions, and read intersections. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,STRONG_CANDIDATE,false,false,false,false
PZB-015,Bit-Plane Ledger,Inventory quantities look mundane until decomposed into eight bit planes. One generated plane contains the symbol sequence while the others are balanced noise.,CRYPTO_NUMERIC_DATA,VISUAL_COLOR_OPTICAL,TIER_2_ADEPT,live assignments 7–20,TABLE | BITMAP,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",spreadsheet | image editor | short script,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Convert values to fixed-width binary, render each bit position as a plane, and select the plane identified by parity controls. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-016,Coordinate Transposition Audit,Two coordinate logs use different axis orders and origins. Correctly reconciling them leaves an ordered route.,CRYPTO_NUMERIC_DATA,LOGIC_CONSTRAINT,TIER_2_ADEPT,live assignments 7–20,FILES | MAP,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Infer each convention from calibration records, transform both sets into the canonical frame, and follow matched points by timestamp. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-017,Error-Correcting Symbol Strip,"A strip contains generated symbols with burst errors. Parity blocks repair it, but the error locations themselves encode a second answer layer.",CRYPTO_NUMERIC_DATA,VISUAL_COLOR_OPTICAL,TIER_3_EXPERT,live assignments 16–32,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",paper | spreadsheet | short script,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use the declared Hamming-like parity layout to correct each block, then translate corrected positions rather than corrected data. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,STRONG_CANDIDATE,false,false,false,false
PZB-018,Merkle Leaf Path,A player-specific collection of records supplies leaf hashes and sibling proofs. Only one record order reaches the signed root.,CRYPTO_NUMERIC_DATA,LOGIC_CONSTRAINT,TIER_4_MASTER,live assignments 27–43,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",hash utility | short script,OPTIONAL_CRYPTOGRAPHY_REFERENCE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Canonicalize records, hash leaves, verify sibling paths, and sort the accepted leaves by proof depth to form the code. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-019,Sparse Matrix Nullspace,"A sparse integer matrix has many apparent patterns, but a bounded nullspace vector selects generated columns whose labels form the answer.",CRYPTO_NUMERIC_DATA,LOGIC_CONSTRAINT,TIER_5_ORDEAL,live assignments 38–48 and authored finales,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",matrix calculator | short script,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Solve Ax=0 over the stated finite field, choose the normalized minimum-weight vector, and read nonzero column labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,HIGH_COMPLEXITY_SHOWPIECE,false,false,false,true
PZB-020,Differential Archive Pack,Several compressed-looking change manifests describe revisions. Applying only semantically valid operations reconstructs a final record without exposing it as a plain diff.,CRYPTO_NUMERIC_DATA,TEXT_LANGUAGE_LITERARY,TIER_3_EXPERT,live assignments 16–32,FILE_MANIFESTS | TEXT_RECORD,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DOCUMENT-COMPARE | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",text editor | optional diff tool,NONE,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the crypto numeric data representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Validate operation preconditions, apply the unique consistent patch order, and read the final selected fields. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-021,Typographic QR Threshold,A dense field of microtext has module-level luminance chosen so downsampling resolves a QR code. The QR contains only a signed player-bound route token.,VISUAL_COLOR_OPTICAL,CRYPTO_NUMERIC_DATA | TEXT_LANGUAGE_LITERARY,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,MICROTEXT_IMAGE | QR | SIGNED_WEB_ROUTE,DIRECT_SIGNED_LINK_AFTER_EQUIVALENT_TRANSFORM | MODULE_MATRIX_TABLE | SCREEN_READER_ROUTE_ACTION | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-QR-BOUND-ROUTE | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",zoom | image editor | QR reader,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",10–30 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Downsample or blur to recover modules, scan the QR, authenticate, and complete the route's next generated stage. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,90,TUTORIAL_CANDIDATE,true,true,true,false
PZB-022,Color-Wheel Channel Tribunal,"Labeled shapes provide evidence for RGB additive, CMY subtractive, or artistic wheel behavior. Applying the inferred model reveals a generated sequence.",VISUAL_COLOR_OPTICAL,CRYPTO_NUMERIC_DATA,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,COLOR | SHAPES | TEXTURES | NUMERIC_CHANNELS,COLOR_LABELS | TEXTURES | NUMERIC_CHANNEL_TABLE | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLOR-CHANNEL-LAB | PUZCMP-HINT-PANEL | PUZCMP-SHAPE-LAYER | PUZCMP-TILE-SIGNAL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,10–30 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use control swatches to identify the model, combine labeled channels, then read surviving shape and texture labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,90,TUTORIAL_CANDIDATE,false,false,true,false
PZB-023,Afterimage Shape Ledger,Timed fixation plates produce afterimages that align with labeled outlines; a non-afterimage numeric-channel path preserves the same reasoning.,VISUAL_COLOR_OPTICAL,AUDIO_MUSIC_SPECTRAL,TIER_2_ADEPT,live assignments 7–20,TIMED_VISUAL | SHAPE_LABELS | AUDIO_CUES,REDUCED_MOTION | NUMERIC_CHANNEL_EQUIVALENT | SHAPE_LABELS | AUDIO_DESCRIPTION,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-SHAPE-LAYER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",30–75 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Identify complementary afterimage placements, align them to outlines, and order labels by exposure duration. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-024,Moiré Line Phase,Two generated line screens reveal symbols only at specific translation and rotation phases.,VISUAL_COLOR_OPTICAL,SPATIAL_FOLDING_GEOMETRY,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,IMAGE_LAYERS | INTERACTIVE_TRANSFORM,NUMERIC_PHASE_TABLE | TACTILE_PRINTABLE_OVERLAY | KEYBOARD_TRANSFORM,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",10–30 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Overlay the screens, calibrate phase using corner marks, and record symbols at the generated stops. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-025,Negative-Space Glyph Census,A crowded illustrated census hides generated glyphs only in negative spaces shared by three object classes.,VISUAL_COLOR_OPTICAL,TEXT_LANGUAGE_LITERARY,TIER_2_ADEPT,live assignments 7–20,IMAGE | MASKS | TEXT_LABELS,STRUCTURED_REGION_TABLE | AUDIO_SPATIAL_DESCRIPTION | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",30–75 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Mask each object class, intersect the empty regions, and order connected components by centroid. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-026,Layered Opacity Map,Transparent map sheets at generated opacity ratios cancel noise and expose a route.,VISUAL_COLOR_OPTICAL,SPATIAL_FOLDING_GEOMETRY | CRYPTO_NUMERIC_DATA,TIER_3_EXPERT,live assignments 16–32,MAP_LAYERS | OPACITY_CONTROLS,EDGE_LIST_EQUIVALENT | KEYBOARD_CONTROLS | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,ORDERED_ROUTE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Infer alpha weights from calibration patches, composite layers in depth order, and trace the remaining connected line. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-027,Ambiguous Figure Segmentation,Reversible figures support several segmentations; adjacency clues force one segmentation and generated label order.,VISUAL_COLOR_OPTICAL,LOGIC_CONSTRAINT,TIER_2_ADEPT,live assignments 7–20,TEXT,TACTILE_REGION_MAP | STRUCTURED_ADJACENCY_TABLE | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Enumerate region interpretations, apply adjacency and area constraints, then read the unique region labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,90,STRONG_CANDIDATE,false,false,false,false
PZB-028,Lens Distortion Calibration,A warped grid contains multiple apparent messages. Calibration marks identify the radial distortion model that rectifies the player-specific code.,VISUAL_COLOR_OPTICAL,CRYPTO_NUMERIC_DATA,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,IMAGE | CALIBRATION_TABLE,PRECOMPUTED_KEYBOARD_CALIBRATION | COORDINATE_TABLE | AUDIO_DESCRIPTION,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",image editor | short script,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",10–30 minutes,Bobalus points toward the visual color optical representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Fit the bounded distortion coefficients from control points, rectify the image, and read the central code strip. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,PROMISING_REQUIRES_PROTOTYPE,true,false,false,false
